start_time,average_value
2025-06-01 00:00:00,46.67843137254902
2025-06-01 01:00:00,57.8
2025-06-01 02:00:00,51.317647058823525
2025-06-01 03:00:00,53.872
2025-06-01 04:00:00,53.298148148148144
2025-06-01 05:00:00,49.02307692307692
2025-06-01 06:00:00,49.5695652173913
2025-06-01 07:00:00,45.481818181818184
2025-06-01 08:00:00,50.857142857142854
2025-06-01 09:00:00,55.9625
2025-06-01 10:00:00,49.896153846153844
2025-06-01 11:00:00,39.922448979591834
2025-06-01 12:00:00,51.32830188679245
2025-06-01 13:00:00,53.27450980392157
2025-06-01 14:00:00,56.598214285714285
2025-06-01 15:00:00,47.789795918367346
2025-06-01 16:00:00,46.706250000000004
2025-06-01 17:00:00,60.05882352941177
2025-06-01 18:00:00,46.465384615384615
2025-06-01 19:00:00,46.5377358490566
2025-06-01 20:00:00,44.05882352941177
2025-06-01 21:00:00,51.80714285714286
2025-06-01 22:00:00,49.72830188679245
2025-06-01 23:00:00,46.37777777777778
2025-06-02 00:00:00,50.152830188679246
2025-06-02 01:00:00,41.761818181818185
2025-06-02 02:00:00,43.481818181818184
2025-06-02 03:00:00,52.15882352941176
2025-06-02 04:00:00,50.688235294117646
2025-06-02 05:00:00,57.1078431372549
2025-06-02 06:00:00,45.74038461538461
2025-06-02 07:00:00,47.048
2025-06-02 08:00:00,49.85740740740741
2025-06-02 09:00:00,44.370370370370374
2025-06-02 10:00:00,55.15925925925926
2025-06-02 11:00:00,51.049019607843135
2025-06-02 12:00:00,46.981632653061226
2025-06-02 13:00:00,50.037254901960786
2025-06-02 14:00:00,52.76981132075472
2025-06-02 15:00:00,45.9156862745098
2025-06-02 16:00:00,50.45384615384615
2025-06-02 17:00:00,53.471698113207545
2025-06-02 18:00:00,47.09183673469388
2025-06-02 19:00:00,46.760416666666664
2025-06-02 20:00:00,48.271153846153844
2025-06-02 21:00:00,47.86296296296296
2025-06-02 22:00:00,40.08653846153846
2025-06-02 23:00:00,46.596000000000004
2025-06-03 00:00:00,50.42040816326531
2025-06-03 01:00:00,51.976000000000006
2025-06-03 02:00:00,48.5
2025-06-03 03:00:00,57.508
2025-06-03 04:00:00,51.612500000000004
2025-06-03 05:00:00,44.402040816326526
2025-06-03 06:00:00,51.06666666666666
2025-06-03 07:00:00,56.30769230769231
2025-06-03 08:00:00,48.05576923076923
2025-06-03 09:00:00,45.74897959183673
2025-06-03 10:00:00,48.27735849056604
2025-06-03 11:00:00,48.442857142857136
2025-06-03 12:00:00,53.136
2025-06-03 13:00:00,50.1
2025-06-03 14:00:00,45.525925925925925
2025-06-03 15:00:00,54.886792452830186
2025-06-03 16:00:00,51.91320754716981
2025-06-03 17:00:00,44.075471698113205
2025-06-03 18:00:00,50.47450980392156
2025-06-03 19:00:00,50.47692307692308
2025-06-03 20:00:00,53.666071428571435
2025-06-03 21:00:00,44.53584905660377
2025-06-03 22:00:00,51.80769230769231
2025-06-03 23:00:00,47.312
2025-06-04 00:00:00,46.825
2025-06-04 01:00:00,48.36734693877551
2025-06-04 02:00:00,49.95849056603774
2025-06-04 03:00:00,46.47142857142857
2025-06-04 04:00:00,55.29272727272727
2025-06-04 05:00:00,54.67142857142857
2025-06-04 06:00:00,45.96521739130435
2025-06-04 07:00:00,49.834693877551025
2025-06-04 08:00:00,44.96875
2025-06-04 09:00:00,53.34423076923077
2025-06-04 10:00:00,48.42307692307692
2025-06-04 11:00:00,50.737735849056605
2025-06-04 12:00:00,57.82641509433962
2025-06-04 13:00:00,50.17254901960785
2025-06-04 14:00:00,55.86734693877551
2025-06-04 15:00:00,47.80392156862745
2025-06-04 16:00:00,52.861538461538466
2025-06-04 17:00:00,50.205555555555556
2025-06-04 18:00:00,49.450980392156865
2025-06-04 19:00:00,55.201886792452825
2025-06-04 20:00:00,55.64901960784314
2025-06-04 21:00:00,49.18979591836735
2025-06-04 22:00:00,50.74814814814815
2025-06-04 23:00:00,46.161818181818184
2025-06-05 00:00:00,45.66792452830189
2025-06-05 01:00:00,50.48297872340425
2025-06-05 02:00:00,46.44509803921568
2025-06-05 03:00:00,41.357142857142854
2025-06-05 04:00:00,53.79433962264151
2025-06-05 05:00:00,50.125
2025-06-05 06:00:00,48.43962264150944
2025-06-05 07:00:00,50.28823529411764
2025-06-05 08:00:00,54.00185185185185
2025-06-05 09:00:00,46.17735849056604
2025-06-05 10:00:00,46.94901960784314
2025-06-05 11:00:00,50.885185185185186
2025-06-05 12:00:00,52.05535714285714
2025-06-05 13:00:00,44.28703703703704
2025-06-05 14:00:00,51.169642857142854
2025-06-05 15:00:00,53.03
2025-06-05 16:00:00,44.177083333333336
2025-06-05 17:00:00,46.558
2025-06-05 18:00:00,52.214
2025-06-05 19:00:00,49.089361702127654
2025-06-05 20:00:00,59.70545454545455
2025-06-05 21:00:00,45.9
2025-06-05 22:00:00,49.275000000000006
2025-06-05 23:00:00,51.96923076923077
2025-06-06 00:00:00,50.17169811320755
2025-06-06 01:00:00,56.85
2025-06-06 02:00:00,48.13673469387755
2025-06-06 03:00:00,47.372549019607845
2025-06-06 04:00:00,51.45454545454545
2025-06-06 05:00:00,44.74545454545454
2025-06-06 06:00:00,53.91372549019608
2025-06-06 07:00:00,57.482
2025-06-06 08:00:00,48.61666666666667
2025-06-06 09:00:00,48.94705882352942
2025-06-06 10:00:00,52.12291666666667
2025-06-06 11:00:00,45.576470588235296
2025-06-06 12:00:00,50.94150943396227
2025-06-06 13:00:00,51.95192307692308
2025-06-06 14:00:00,49.701851851851856
2025-06-06 15:00:00,43.30212765957447
2025-06-06 16:00:00,51.10588235294118
2025-06-06 17:00:00,47.038888888888884
2025-06-06 18:00:00,43.789795918367346
2025-06-06 19:00:00,56.59464285714286
2025-06-06 20:00:00,49.683673469387756
2025-06-06 21:00:00,54.25
2025-06-06 22:00:00,52.172
2025-06-06 23:00:00,40.604166666666664
2025-06-07 00:00:00,47.853846153846156
2025-06-07 01:00:00,50.905660377358494
2025-06-07 02:00:00,51.99361702127659
2025-06-07 03:00:00,47.45283018867924
2025-06-07 04:00:00,53.348
2025-06-07 05:00:00,51.279629629629625
2025-06-07 06:00:00,47.358823529411765
2025-06-07 07:00:00,48.26603773584905
2025-06-07 08:00:00,51.81346153846154
2025-06-07 09:00:00,44.309615384615384
2025-06-07 10:00:00,50.74791666666667
2025-06-07 11:00:00,45.903999999999996
2025-06-07 12:00:00,48.11224489795919
2025-06-07 13:00:00,54.10208333333333
2025-06-07 14:00:00,47.33846153846154
2025-06-07 15:00:00,46.525925925925925
2025-06-07 16:00:00,53.25384615384615
2025-06-07 17:00:00,48.5
2025-06-07 18:00:00,52.93269230769231
2025-06-07 19:00:00,47.55957446808511
2025-06-07 20:00:00,49.03584905660377
2025-06-07 21:00:00,56.22264150943396
2025-06-07 22:00:00,42.31923076923077
2025-06-07 23:00:00,53.97708333333333
2025-06-08 00:00:00,45.11730769230769
2025-06-08 01:00:00,49.568627450980394
2025-06-08 02:00:00,48.13125
2025-06-08 03:00:00,51.4962962962963
2025-06-08 04:00:00,42.344897959183676
2025-06-08 05:00:00,56.478181818181824
2025-06-08 06:00:00,52.228
2025-06-08 07:00:00,47.05094339622641
2025-06-08 08:00:00,45.52549019607844
2025-06-08 09:00:00,60.746808510638296
2025-06-08 10:00:00,44.33541666666667
2025-06-08 11:00:00,50.26470588235294
2025-06-08 12:00:00,44.56170212765958
2025-06-08 13:00:00,49.888888888888886
2025-06-08 14:00:00,50.65
2025-06-08 15:00:00,45.9
2025-06-08 16:00:00,54.45961538461539
2025-06-08 17:00:00,46.72040816326531
2025-06-08 18:00:00,46.53076923076923
2025-06-08 19:00:00,56.757407407407406
2025-06-08 20:00:00,55.14509803921569
2025-06-08 21:00:00,48.9156862745098
2025-06-08 22:00:00,51.937254901960785
2025-06-08 23:00:00,46.03454545454546
2025-06-09 00:00:00,47.09411764705883
2025-06-09 01:00:00,50.435294117647054
2025-06-09 02:00:00,43.300000000000004
2025-06-09 03:00:00,50.964
2025-06-09 04:00:00,50.1530612244898
2025-06-09 05:00:00,47.21851851851852
2025-06-09 06:00:00,48.39433962264151
2025-06-09 07:00:00,40.18846153846154
2025-06-09 08:00:00,46.145614035087725
2025-06-09 09:00:00,59.27090909090909
2025-06-09 10:00:00,60.52291666666667
2025-06-09 11:00:00,51.71636363636364
2025-06-09 12:00:00,49.384313725490195
2025-06-09 13:00:00,49.88363636363636
2025-06-09 14:00:00,58.64081632653061
2025-06-09 15:00:00,55.62553191489362
2025-06-09 16:00:00,51.54038461538461
2025-06-09 17:00:00,63.42448979591837
2025-06-09 18:00:00,46.471698113207545
2025-06-09 19:00:00,53.819607843137256
2025-06-09 20:00:00,50.272
2025-06-09 21:00:00,49.0078431372549
2025-06-09 22:00:00,47.34615384615385
2025-06-09 23:00:00,41.237735849056605
2025-06-10 00:00:00,48.270370370370365
2025-06-10 01:00:00,44.114814814814814
2025-06-10 02:00:00,62.73529411764706
2025-06-10 03:00:00,44.26274509803922
2025-06-10 04:00:00,54.026923076923076
2025-06-10 05:00:00,51.72826086956522
2025-06-10 06:00:00,51.72653061224489
2025-06-10 07:00:00,57.188
2025-06-10 08:00:00,54.48909090909091
2025-06-10 09:00:00,48.69772727272727
2025-06-10 10:00:00,50.00638297872341
2025-06-10 11:00:00,51.20399999999999
2025-06-10 12:00:00,50.178260869565214
2025-06-10 13:00:00,49.198
2025-06-10 14:00:00,45.970588235294116
2025-06-10 15:00:00,46.95
2025-06-10 16:00:00,45.60576923076923
2025-06-10 17:00:00,40.74
2025-06-10 18:00:00,49.67058823529411
2025-06-10 19:00:00,48.80869565217391
2025-06-10 20:00:00,47.260784313725495
2025-06-10 21:00:00,48.762
2025-06-10 22:00:00,58.53846153846154
2025-06-10 23:00:00,47.23684210526316
2025-06-11 00:00:00,51.26491228070175
2025-06-11 01:00:00,53.62592592592592
2025-06-11 02:00:00,55.50545454545455
2025-06-11 03:00:00,57.530188679245285
2025-06-11 04:00:00,46.41
2025-06-11 05:00:00,50.488
2025-06-11 06:00:00,53.3375
2025-06-11 07:00:00,53.13653846153846
2025-06-11 08:00:00,48.75535714285714
2025-06-11 09:00:00,49.963265306122445
2025-06-11 10:00:00,53.661111111111104
2025-06-11 11:00:00,51.90196078431372
2025-06-11 12:00:00,48.458181818181814
2025-06-11 13:00:00,49.83111111111111
2025-06-11 14:00:00,45.5404255319149
2025-06-11 15:00:00,51.838
2025-06-11 16:00:00,45.1462962962963
2025-06-11 17:00:00,54.544
2025-06-11 18:00:00,51.081250000000004
2025-06-11 19:00:00,52.021153846153844
2025-06-11 20:00:00,49.662
2025-06-11 21:00:00,54.358823529411765
2025-06-11 22:00:00,50.51276595744681
2025-06-11 23:00:00,48.1078431372549
2025-06-12 00:00:00,38.298
2025-06-12 01:00:00,59.051923076923075
2025-06-12 02:00:00,49.39148936170213
2025-06-12 03:00:00,46.279245283018874
2025-06-12 04:00:00,44.71132075471698
2025-06-12 05:00:00,54.757407407407406
2025-06-12 06:00:00,45.79607843137255
2025-06-12 07:00:00,48.867924528301884
2025-06-12 08:00:00,53.14807692307692
2025-06-12 09:00:00,52.83090909090909
2025-06-12 10:00:00,48.498000000000005
2025-06-12 11:00:00,47.13333333333334
2025-06-12 12:00:00,50.23260869565217
2025-06-12 13:00:00,50.91538461538461
2025-06-12 14:00:00,41.2826923076923
2025-06-12 15:00:00,53.013207547169806
2025-06-12 16:00:00,48.76862745098039
2025-06-12 17:00:00,53.11818181818182
2025-06-12 18:00:00,44.473584905660374
2025-06-12 19:00:00,47.879999999999995
2025-06-12 20:00:00,43.07173913043478
2025-06-12 21:00:00,50.59074074074074
2025-06-12 22:00:00,56.77307692307692
2025-06-12 23:00:00,51.976470588235294
2025-06-13 00:00:00,51.82708333333333
2025-06-13 01:00:00,49.30909090909091
2025-06-13 02:00:00,53.76888888888889
2025-06-13 03:00:00,43.82884615384615
2025-06-13 04:00:00,56.182352941176475
2025-06-13 05:00:00,53.851063829787236
2025-06-13 06:00:00,42.238
2025-06-13 07:00:00,43.17058823529411
2025-06-13 08:00:00,49.74807692307692
2025-06-13 09:00:00,55.41818181818182
2025-06-13 10:00:00,49.45576923076923
2025-06-13 11:00:00,50.50638297872341
2025-06-13 12:00:00,54.44583333333333
2025-06-13 13:00:00,47.70612244897959
2025-06-13 14:00:00,51.74905660377358
2025-06-13 15:00:00,47.81020408163265
2025-06-13 16:00:00,56.148936170212764
2025-06-13 17:00:00,46.7037037037037
2025-06-13 18:00:00,55.660377358490564
2025-06-13 19:00:00,51.28541666666666
2025-06-13 20:00:00,49.11764705882353
2025-06-13 21:00:00,38.92115384615385
2025-06-13 22:00:00,46.17358490566038
2025-06-13 23:00:00,41.94074074074074
2025-06-14 00:00:00,50.77804878048781
2025-06-14 01:00:00,53.39807692307692
2025-06-14 02:00:00,50.2173076923077
