start_time,average_value
2025-06-18 00:00:00,45.11333333333333
2025-06-18 01:00:00,57.166666666666664
2025-06-18 02:00:00,42.397872340425536
2025-06-18 03:00:00,50.13061224489796
2025-06-18 04:00:00,51.443137254901956
2025-06-18 05:00:00,48.089130434782604
2025-06-18 06:00:00,55.81785714285714
2025-06-18 07:00:00,56.450980392156865
2025-06-18 08:00:00,52.91
2025-06-18 09:00:00,61.93958333333333
2025-06-18 10:00:00,54.23333333333333
2025-06-18 11:00:00,50.03191489361702
2025-06-18 12:00:00,50.93404255319149
2025-06-18 13:00:00,48.33653846153846
2025-06-18 14:00:00,49.90555555555556
2025-06-18 15:00:00,45.175000000000004
2025-06-18 16:00:00,47.823076923076925
2025-06-18 17:00:00,50.66122448979592
2025-06-18 18:00:00,49.611538461538466
2025-06-18 19:00:00,46.522448979591836
2025-06-18 20:00:00,54.223076923076924
2025-06-18 21:00:00,56.16153846153846
2025-06-18 22:00:00,50.58
2025-06-18 23:00:00,50.03
